DATETIME,OPEN,HIGH,LOW,CLOSE,RSI_7,RSI_14,RSI_21,MACD,MACD_signal,BB_high_10,BB_low_10,BB_high_20,BB_low_20,BB_high_30,BB_low_30,ATR_7,ATR_14,ATR_21,ATR_26,EMA_5,EMA_10,EMA_20,EMA_50,SMA_10,SMA_20,SMA_50,Stoch_K,Stoch_D,CCI_14,CCI_20,ADX_14,ADX_20,WilliamsR_14,ROC_10,ROC_20,UO,Ichimoku_Tenkan,Ichimoku_Kijun,Ichimoku_Senkou_A,Ichimoku_Senkou_B,Fractal_High,Fractal_Low,HA_OPEN,HA_HIGH,HA_LOW,HA_CLOSE,Trend,OPEN_norm,HIGH_norm,LOW_norm,CLOSE_norm,EMA_5_norm,EMA_10_norm,EMA_20_norm,EMA_50_norm,SMA_10_norm,SMA_20_norm,SMA_50_norm,BB_high_10_norm,BB_low_10_norm,BB_high_20_norm,BB_low_20_norm,BB_high_30_norm,BB_low_30_norm,Ichimoku_Tenkan_norm,Ichimoku_Kijun_norm,Ichimoku_Senkou_A_norm,Ichimoku_Senkou_B_norm,HA_OPEN_norm,HA_HIGH_norm,HA_LOW_norm,HA_CLOSE_norm,RSI_7_norm,RSI_14_norm,RSI_21_norm,Stoch_K_norm,Stoch_D_norm,UO_norm,WilliamsR_14_norm,MACD_norm,MACD_signal_norm,CCI_14_norm,CCI_20_norm,ROC_10_norm,ROC_20_norm,ATR_7_norm,ATR_14_norm,ATR_21_norm,ADX_14_norm,ADX_20_norm,ATR_26_norm,Fractal_High_norm,Fractal_Low_norm,Trend_norm
2024-12-23,95144.7,99950.0,92465.8,93699.0,62.49138904131933,65.1922634009593,64.88472597698652,10041.000794547057,7546.020432757302,114346.33365777391,65036.1463422261,109148.78903067234,42301.63096932767,101751.66962895633,41350.717037710325,10139.796260756697,8966.998101339701,8407.854126624574,8141.993549262204,95366.09632441994,89982.23329294771,81259.40112835029,68911.45529657914,89691.24,75725.21,67103.012,70.27034667700558,80.86756945329661,62.92827803027039,90.78355694681004,31.32548497189406,21.93361104879546,-29.729653322994416,35.72877133006924,59.614264250452266,62.78057944569365,87614.8,78667.85,83141.32500000001,73476.55,0.0,0.0,99830.15,99950.0,92465.8,95314.875,0,0.2540473496370489,0.2585947598876776,0.2514194667532346,0.25263776523828996,0.25426147148803924,0.24891992389552664,0.2396101224677299,0.22474642641032255,0.24862292728589175,0.2332199579957253,0.2223714472186722,0.2710980679537548,0.2195861683203459,0.26676211148894574,0.182382130873506,0.2602478142057153,0.18047903400602508,0.24647765186487858,0.23666849623806613,0.2416933002802347,0.230502142772984,0.25848382059539005,0.2585947598876776,0.2514194667532346,0.25421197390559247,0.6249138904131933,0.651922634009593,0.6488472597698651,0.7027034667700558,0.8086756945329661,0.6278057944569365,0.7027034667700559,0.9999969331372128,0.9999146078253797,0.12519622231057073,0.12896853433873806,0.8308760685140842,0.9358159454669752,0.9224321800763958,0.9101417753036953,0.9037040492390789,0.34758559275428735,0.3132603565883715,0.9004913149284846,0.0,0.0,0
2024-12-30,93699.0,98950.0,91463.7,98340.5,67.91713467852506,67.94762676375424,66.95550157290424,10135.199983733342,8063.85634295251,113042.49984564903,72407.86015435099,111537.44906624092,43906.3809337591,104187.62733980724,40827.97266019277,9760.725366362884,8861.233951244008,8363.970596785308,8116.774566598275,96357.56421627996,91501.9181487754,82886.17244945979,70065.53548102702,92725.18000000001,77721.91500000001,68238.11,79.64302445801427,74.62190963952331,58.61518726454005,83.5886512353577,33.01229021906656,23.140034225775636,-20.35697554198573,44.61604297577538,68.37281530791147,63.96626780998923,87614.8,78667.85,83141.32500000001,73476.55,0.0,0.0,94421.85,98950.0,91463.7,95613.3,1,0.25292321941635965,0.2579519846788462,0.2507033252486327,0.25738108724795256,0.25550086249650755,0.25074169704482624,0.24169590363861201,0.22651105533380272,0.2519621630583716,0.2358536977808162,0.22414591512069446,0.27031731430688144,0.22946303045895777,0.26906732592315186,0.18577560631512538,0.2627280204319798,0.17967591998681268,0.24676153224201802,0.23694966152480984,0.24197588964989336,0.23078145974436196,0.25363066982395216,0.2579519846788462,0.2507033252486327,0.2547859233898052,0.6791713467852506,0.6794762676375424,0.6695550157290424,0.7964302445801427,0.7462190963952331,0.6396626780998923,0.7964302445801427,0.999997295123087,0.9999571875959512,0.11669627954513123,0.11884799830737551,0.9028084900582869,0.9605914248321723,0.918622444312397,0.9089554150784032,0.9031808098386092,0.35267219363304486,0.31838716334718453,0.9001811327439262,0.0,0.0,1
2025-01-06,98340.5,102702.1,91151.0,94510.0,59.61436027341091,63.48149014923011,63.700392855981214,9787.93496120142,8408.672066602292,107850.32398280223,82753.31601719775,113208.76804394997,45267.97195605005,105996.21293843535,40877.50706156468,10016.493171168187,9053.367240440866,8515.738663605056,8248.864006344495,95741.70947751998,92048.84212172532,83993.20364474933,71024.14193275144,95301.81999999999,79238.37000000001,69287.988,71.90801589609381,73.94046234370455,51.51909876659497,73.8081311672451,34.8454248195847,24.44181751278169,-28.09198410390618,37.48188922314222,47.25564770827458,58.42834504944327,94344.70000000001,78667.85,86506.27500000001,73476.55,0.0,0.0,96019.75,102702.1,91151.0,96675.9,0,0.25589082372892075,0.2599012843331578,0.24890752508512345,0.2522309622692219,0.25342247607902013,0.249806732993246,0.24143407970365494,0.22628221717262612,0.25299856987207037,0.23614173909842773,0.22406778384347156,0.26443693999502604,0.24008079678676345,0.2689489999898124,0.18699208006181187,0.26282704439821114,0.17843204849143462,0.25206997071211973,0.23548748552036228,0.24412205853607824,0.22932895237794937,0.2536894901695149,0.2599012843331578,0.24890752508512345,0.2543168065387025,0.596143602734109,0.6348149014923011,0.6370039285598121,0.7190801589609381,0.7394046234370455,0.5842834504944328,0.7190801589609381,0.9999957023187142,0.9999729663748754,0.10267509175277247,0.10505116883678699,0.8481142688737623,0.8740913691828136,0.9212088160819845,0.9111002488299993,0.9049788760580266,0.35792159388062256,0.3236394179032472,0.9017951995113407,0.0,0.0,0
2025-01-13,94510.0,106476.5,89100.0,101310.7,67.7743634421852,67.55849758675619,66.71681142440141,9946.823790144204,8716.302411310675,105512.76722339017,89267.31277660982,115137.33717005845,47743.86282994156,108519.35699367186,40896.41633966145,11067.922718144162,9647.876723266518,8937.679679623863,8599.926929177398,97598.03965167998,93732.81628141162,85642.48901191607,72211.85009225138,97390.04,81440.6,70463.01,84.54121928472512,78.69741987961108,61.31838224714722,77.1311675584527,36.79086177093169,25.824896682059677,-15.458780715274882,25.963682028136787,76.91216967804687,59.33793673336604,98760.8,78667.85,88714.32500000001,73476.55,0.0,1.0,96425.25,106476.5,89100.0,97849.3,1,0.2484041964244883,0.2593842783003191,0.24301471045222112,0.25479138464715406,0.2513551254935539,0.2476475985614605,0.2394116649005849,0.22403690035054064,0.25115907314047003,0.23485061615729957,0.221849049866743,0.25854327986873366,0.24318581567433872,0.2666406773166649,0.1879718319439949,0.26114392295315136,0.17501450868729965,0.25244407375342265,0.23172275807521237,0.2426191745941856,0.2255897751482371,0.25024463950766207,0.2593842783003191,0.24301471045222112,0.2515914422406542,0.677743634421852,0.6755849758675619,0.6671681142440141,0.8454121928472511,0.7869741987961107,0.5933793673336605,0.8454121928472511,0.9999965228107532,0.9999820621640699,0.12202563093322912,0.10974359947824239,0.6990581103279351,0.9756225694149416,0.9311896705533098,0.9174596785823784,0.9098143170417815,0.36320673213070404,0.32893304369551857,0.9059625258895976,0.0,1.0,1
2025-01-20,101310.7,109951.7,99500.1,102553.7,69.10545951418194,68.2560732161809,67.23926786814997,10057.111917775794,8984.464312603699,105569.10125399768,91741.71874600233,116390.40172768619,51261.16827231382,110970.23449732782,41099.15216933884,10979.876615552139,9705.285528747481,9009.771123451297,8671.145124209037,99249.92643445333,95336.61332115496,87253.08053459073,73401.7265592219,98655.41,83825.785,71547.51400000001,83.45392125068494,79.9677188105013,89.4035989773984,89.8604759597529,38.80193226289156,27.265454187851354,-16.546078749315054,14.075305895439374,86.97119416590702,54.09871240048995,99525.85,79432.9,89479.375,75859.8,1.0,0.0,97910.35,109951.7,97910.35,103329.05,1,0.25403144468580885,0.2615948230333486,0.25237147133973026,0.2551552923248641,0.25213992800569895,0.24844646358074485,0.24035577027520913,0.22476066707013898,0.25158752428778614,0.23671745951336196,0.2224755284233379,0.2578302794273284,0.2449289464259851,0.2668805129953116,0.1933214954381393,0.26244979041480804,0.17474175052133403,0.25239527335438083,0.23185175860446808,0.2426501358999534,0.2277116820823008,0.2508909043969962,0.2615948230333486,0.2508909043969962,0.2558499752486373,0.6910545951418194,0.6825607321618089,0.6723926786814997,0.8345392125068494,0.799677188105013,0.5409871240048996,0.8345392125068494,0.9999969983153513,0.9999874544538317,0.17692564832116697,0.12767156095945523,0.43753399579716773,0.9862064749789414,0.930391054935866,0.9180528947289266,0.9106175932228885,0.36839154604307955,0.3341640358912049,0.9067871458342104,1.0,0.0,1
2025-01-27,102553.7,106421.1,95994.3,97645.7,58.058261484655404,62.53796711716562,63.13071751297927,9637.387665432718,9115.048983169503,105548.550964893,91685.86903510698,116761.6292413593,54744.39075864069,112365.57589726994,42490.85743606339,10900.865670473262,9756.822276694089,9077.248689001235,8738.670311739457,98715.18428963557,95756.44726276315,88242.85381701065,74352.47061572301,98617.20999999999,85753.01,72456.93,71.47671618335933,79.82395223958981,59.733254033405174,67.40843132019702,39.77580122214481,28.22292074656077,-28.52328381664067,-0.3896857724908368,65.21779591615737,46.838673629742196,99525.85,79432.9,89479.375,76090.65,0.0,0.0,101932.2,106421.1,95994.3,100653.7,0,0.25444026654252355,0.25785624313794064,0.24836559311476325,0.2499300630702641,0.2509303456039048,0.24813823086899406,0.2406762447613299,0.22521800489590094,0.25083912599836045,0.2380753751746488,0.2229103022498365,0.2570956724847877,0.24416485533498614,0.2664550105597937,0.19830150756677595,0.2628893673754208,0.17685580397858952,0.25168194548677275,0.2311526539137819,0.2419431919442147,0.22728832015820188,0.25388026244232764,0.25785624313794064,0.24836559311476325,0.2527183106498553,0.580582614846554,0.6253796711716562,0.6313071751297926,0.7147671618335933,0.7982395223958981,0.46838673629742195,0.7147671618335933,0.9999947469708487,0.99998945919597,0.11890138227435416,0.09600119436120212,-0.012988795234386933,0.952988839952574,0.9296689215999357,0.9185824527122618,0.9113636577331781,0.37080887981520305,0.3374953358430555,0.9075627746169156,0.0,0.0,0
2025-02-03,97645.7,102457.8,91166.6,96428.6,55.4917867873313,61.16944493521554,62.14202320387644,9101.625500030786,9112.36428654176,105547.83877452681,91519.22122547319,116976.03227046692,57817.85772953309,113632.10654033322,43602.513459666785,10956.62771754851,9866.420685501653,9182.674941905938,8836.844530518709,97952.98952642373,95878.65685135167,89022.44869158107,75218.2011798123,98533.53,87396.945,73350.552,68.65567858111383,74.5287720050527,14.109560545028064,48.12660745577161,39.579289599012114,28.60870821222079,-31.344321418886167,-0.8603264881447961,51.73682413347622,50.06445141313325,99525.85,81225.95,90375.9,78832.25,0.0,1.0,100099.7,102457.8,91166.6,96924.67499999999,0,0.24890512112291,0.25332512803328777,0.24262747713348193,0.2477555343814395,0.2491932875897568,0.2472317302775378,0.24046008041326492,0.22525420309341793,0.2497354442297869,0.23878506791561988,0.2230072104061799,0.2560637323423116,0.2429794660049251,0.2655865838971062,0.20205957363095037,0.26289276778468634,0.1780727556705237,0.25065540240109224,0.23215772846794444,0.24183366197635398,0.22946395780254147,0.2511835693072354,0.25332512803328777,0.24262747713348193,0.24822568843591974,0.554917867873313,0.6116944493521553,0.6214202320387644,0.6865567858111383,0.745287720050527,0.5006445141313325,0.6865567858111383,0.9999892688394922,0.9999894213967423,0.028211633003040498,0.06864417288383219,-0.028669690700125247,0.901129255768187,0.9301791087944726,0.9196993769551989,0.9125182723976731,0.3703257828059419,0.3388068514421562,0.9086798294510696,0.0,1.0,0
2025-02-10,96428.6,98821.0,94001.2,96060.1,54.63862626587346,60.73608298767914,61.83416527711202,8548.750578419247,8999.641544917258,104933.19760587573,91108.52239412427,116945.79658133804,60896.93341866194,114882.2196901794,44213.07364315395,10079.93804361301,9505.947779394392,8974.918992291368,8682.342817806451,97322.02635094916,95911.64651474227,89692.70119714478,76035.53054530986,98020.86,88921.36499999999,74008.172,53.20156717951484,64.44465398132935,-24.892328048109643,42.28298553005397,39.3968145203889,28.975206304597812,-46.798432820485154,-5.066569947858809,46.49627811998165,50.89154819237145,99525.85,81225.95,90375.9,79432.9,0.0,0.0,97037.15,98821.0,94001.2,96327.725,0,0.24937249884766097,0.2516230540925168,0.24703604567537085,0.24902130091235927,0.2502188909697097,0.2488794684481111,0.24274957520188814,0.22780351968931978,0.25087597727551425,0.24196240804953142,0.22538134994534714,0.2571528894296422,0.24417852460469533,0.2672034866604361,0.2081175365640656,0.2655472390674992,0.18070252876211887,0.2522765680610539,0.23374987799990204,0.24344165862996453,0.2317354133065928,0.24994978901758272,0.2516230540925168,0.24703604567537085,0.2492764827401383,0.5463862626587346,0.6073608298767914,0.6183416527711202,0.5320156717951484,0.6444465398132935,0.5089154819237145,0.5320156717951484,0.9999775719497249,0.999987705776333,-0.04974356621022012,0.060330906923065364,-0.16729810187650485,0.8688736914508622,0.9218401597177801,0.9159778155485461,0.9102300602798777,0.36987509333531726,0.34003705834452835,0.9069161850774586,0.0,0.0,0
2025-02-17,96060.1,99454.2,93318.1,96262.6,55.081380544834175,60.90001547894905,61.94295224722771,8034.318653186056,8806.576966571018,102619.5680237407,91771.55197625929,116058.66681700521,65131.0331829948,116052.03492153503,44911.37174513164,9516.53260881115,9265.244366580506,8839.737135515586,8584.410401736972,96968.88423396612,95975.45623933458,90318.40584503576,76828.7489552977,97195.56,90594.85,74553.432,34.35019686644258,52.06914754235709,-49.10693368882333,38.364640537753736,39.06764071096709,29.247977920267566,-65.64980313355743,-7.896428858467061,53.30172678758268,47.58895016423669,99525.85,81225.95,90375.9,79432.9,0.0,0.0,96244.35,99454.2,93318.1,96273.75,1,0.2500621176505347,0.2532540852688052,0.24740687615931053,0.25025544295772906,0.25092681735215383,0.24998119796187365,0.24441898996569472,0.2297552365488813,0.2511413371561435,0.2446981109635352,0.22705521678346496,0.25614183441173,0.24587756750351475,0.26755064564047837,0.2150264509580972,0.26754532478988935,0.1829654998151039,0.2533203821708968,0.23477525263435775,0.24447710504509962,0.23275856899774272,0.25023803512851145,0.2532540852688052,0.24740687615931053,0.25026607693491504,0.5508138054483418,0.6090001547894905,0.6194295224722771,0.3435019686644258,0.520691475423571,0.47588950164236693,0.3435019686644257,0.9999554678855777,0.9999840963735063,-0.09789929194055426,0.05475181975154358,-0.25729950585366335,0.9092028308307115,0.9160890914445808,0.9134133438020442,0.9087125538525781,0.3690569043727361,0.34094293366315936,0.9057819576701146,0.0,0.0,1
2025-02-24,96262.6,96536.3,78210.5,94259.7,49.50552783844834,58.306966126632155,60.16201734762951,7379.939012012648,8521.249375659345,102688.62187116148,91525.49812883852,114237.11716217746,70094.68283782253,116588.0492140192,46783.89745264749,10774.999378980985,9912.426911824758,9291.454414776748,8959.079232439397,96065.82282264408,95663.50055945557,90693.76719312758,77512.31566293309,97107.06,92165.9,75069.982,50.56267563923229,46.03814656172991,-212.6877462769396,-12.970612443195108,36.48705517584262,28.12751062498021,-49.43732436076771,-0.9301621635256614,50.00262577042491,55.64808705692776,94081.1,81225.95,87653.525,79432.9,0.0,0.0,96161.35,96536.3,78210.5,91317.27500000001,0,0.24634018979572225,0.24659996957427194,0.22751879505655567,0.2444183348330081,0.24615300269987678,0.2457691938856469,0.24090251530117718,0.22671462069254894,0.24713953970865207,0.2423689712543829,0.22384952485938037,0.25226809303995296,0.24173367991617584,0.2621110719732949,0.2177460696075162,0.26400137560800274,0.18280839661918452,0.244245154433023,0.23091959827911487,0.2378041753834003,0.2289113775392869,0.24624391805198148,0.24659996957427194,0.22751879505655567,0.2415262459280499,0.4950552783844834,0.5830696612663215,0.601620173476295,0.5056267563923229,0.4603814656172991,0.5564808705692775,0.5056267563923229,0.9998934423902393,0.9999767342977098,-0.4014493100128471,-0.018527326002892367,-0.03099547374104122,0.8913888802270601,0.9285076660460371,0.9201645370961009,0.9136957996566343,0.36239956780718857,0.3371683109886769,0.910053434883606,0.0,0.0,0
